Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Te,100%,,,Fi,95%,,0%,10%,,90%,85%,5%,100%,Ne,,https://api.personality-database.com/profile_images/16919.png,https://www.personality-database.com/profile/16919/charlie-kirk-politically-controversial-mbti-personality-type,,,2,,,,17,1,,,,,,,,
Ne,Fi,,94%,83%,Te,,100%,94%,6%,78%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/6565.png,https://www.personality-database.com/profile/6565/chelsea-manning-politically-controversial-mbti-personality-type,3,,,,,,,,1,13,,1,,,,
Si,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,100%,Fe,50%,https://api.personality-database.com/profile_images/34020.png,https://www.personality-database.com/profile/34020/corey-lewandowski-politically-controversial-mbti-personality-type,,,,,,,1,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,31%,100%,69%,0%,69%,92%,Fe,,https://api.personality-database.com/profile_images/34724.png,https://www.personality-database.com/profile/34724/count-dankula-mark-meechan-politically-controversial-mbti-personality-type,,,,4,,1,,8,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33448.png,https://www.personality-database.com/profile/33448/dana-loesch-politically-controversial-mbti-personality-type,,,,,,,5,,,,,,,,,
Si,Te,100%,,,Fi,75%,,0%,0%,,100%,75%,25%,100%,Ne,,https://api.personality-database.com/profile_images/33528.png,https://www.personality-database.com/profile/33528/david-clarke-politically-controversial-mbti-personality-type,,,,,,,3,1,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,73%,Ne,,https://api.personality-database.com/profile_images/33412.png,https://www.personality-database.com/profile/33412/david-duke-politically-controversial-mbti-personality-type,,,,,3,,8,,,,,,,,,
Ti,Se,92%,,,Ni,,,8%,12%,88%,81%,0%,81%,92%,Fe,,https://api.personality-database.com/profile_images/16922.png,https://www.personality-database.com/profile/16922/gavin-mcinnes-politically-controversial-mbti-personality-type,,,1,2,,,,21,2,,,,,,,
Fi,Ne,100%,100%,,Si,,56%,56%,0%,100%,,0%,44%,,Te,,https://api.personality-database.com/profile_images/33646.png,https://www.personality-database.com/profile/33646/glenn-beck-politically-controversial-mbti-personality-type,,5,,,,4,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/39146/henrik-palmgren-politically-controversial-mbti-personality-type,,,,1,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/30472.png,https://www.personality-database.com/profile/30472/imam-tawhidi-politically-controversial-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Te,100%,,,Fi,67%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/34178.png,https://www.personality-database.com/profile/34178/james-okeefe-politically-controversial-mbti-personality-type,,,,1,,,2,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/34375/jared-taylor-politically-controversial-mbti-personality-type,,,,,,,,,,,6,,,,,
Fe,Si,,67%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/20726.png,https://www.personality-database.com/profile/20726/jerry-falwell-politically-controversial-mbti-personality-type,,,,,,,,,,,,,2,,1,
Si,Fe,100%,75%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/41387/jesse-lee-peterson-politically-controversial-mbti-personality-type,,,,,3,,1,,,,,,,,,
Fi,Fi,,100%,,Si,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/47318/jessica-yaniv-politically-controversial-mbti-personality-type,,1,,,,,,,,,,,,1,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33532.png,https://www.personality-database.com/profile/33532/joe-arpaio-politically-controversial-mbti-personality-type,,,,,,,7,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/31443.png,https://www.personality-database.com/profile/31443/john-stossel-politically-controversial-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Se,94%,,,Ni,,,0%,0%,56%,100%,44%,56%,100%,Fe,,https://api.personality-database.com/profile_images/33149.png,https://www.personality-database.com/profile/33149/kellyanne-conway-politically-controversial-mbti-personality-type,,,,,,,7,10,,,,,,,1,
Ni,Te,75%,,,Fi,88%,75%,13%,63%,,,25%,0%,88%,Se,,https://api.personality-database.com/profile_images/14303.png,https://www.personality-database.com/profile/14303/kent-hovind-politically-controversial-mbti-personality-type,1,,3,1,,,1,,,,1,,,,1,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/39586/kim-davis-politically-controversial-mbti-personality-type,,,,,,,,,,,,,2,,,
Te,Si,,,78%,Ne,96%,,0%,49%,,51%,47%,4%,98%,Fi,,https://api.personality-database.com/profile_images/4937.png,https://www.personality-database.com/profile/4937/lauren-southern-politically-controversial-mbti-personality-type,,,9,,1,,1,1,,,18,,,,24,1
Te,Ni,,,60%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/45594.png,https://www.personality-database.com/profile/45594/martin-sellner-politically-controversial-mbti-personality-type,,,2,,,,,,,,3,,,,,
Ni,Te,100%,,,Fi,83%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/19356.png,https://www.personality-database.com/profile/19356/michael-avenatti-politically-controversial-mbti-personality-type,,,5,1,,,,,,,,,,,,
Fi,Se,80%,60%,,Ni,,,0%,20%,60%,80%,20%,60%,,Te,,https://api.personality-database.com/profile_images/33741.png,https://www.personality-database.com/profile/33741/michael-cohen-politically-controversial-mbti-personality-type,,,1,,,3,,,,,,,,,1,
Ti,Ne,100%,,,Si,,100%,29%,71%,71%,,0%,0%,71%,Fe,,https://api.personality-database.com/profile_images/33015.png,https://www.personality-database.com/profile/33015/michael-knowles-politically-controversial-mbti-personality-type,2,,,5,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,79%,0%,79%,100%,,0%,21%,100%,Fe,,https://api.personality-database.com/profile_images/14138.png,https://www.personality-database.com/profile/14138/mike-cernovich-politically-controversial-mbti-personality-type,,,,11,,,,3,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48540.png,https://www.personality-database.com/profile/48540/nancy-reagan-politically-controversial-mbti-personality-type,,,3,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/37749/pat-buchanan-politically-controversial-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Te,100%,,,Fi,99%,66%,0%,66%,,,34%,0%,100%,Se,,https://api.personality-database.com/profile_images/13167.png,https://www.personality-database.com/profile/13167/paul-joseph-watson-politically-controversial-mbti-personality-type,,,44,1,,,23,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33446.png,https://www.personality-database.com/profile/33446/paul-manafort-politically-controversial-mbti-personality-type,,,,,,,2,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/37043.png,https://www.personality-database.com/profile/37043/phyllis-schlafly-politically-controversial-mbti-personality-type,,,,,,,,,,,,,,,1,
Te,Ni,,,100%,Se,88%,88%,13%,75%,,,13%,0%,88%,Fi,,https://api.personality-database.com/profile_images/28165.png,https://www.personality-database.com/profile/28165/qanon-politically-controversial-mbti-personality-type,,,,,,,,,,1,6,,,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/45593/robert-david-steele-politically-controversial-mbti-personality-type,,,1,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/26639.png,https://www.personality-database.com/profile/26639/roger-stone-politically-controversial-mbti-personality-type,,,,9,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33116.png,https://www.personality-database.com/profile/33116/roy-moore-politically-controversial-mbti-personality-type,,,,,,,4,,,,,,,,,
Ti,Ne,100%,,,Si,,80%,0%,80%,90%,,10%,10%,90%,Fe,,https://api.personality-database.com/profile_images/20554.png,https://www.personality-database.com/profile/20554/rudy-pantoja-hugh-mungus-politically-controversial-mbti-personality-type,,,,8,1,,,1,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/36044.png,https://www.personality-database.com/profile/36044/sebastian-gorka-politically-controversial-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,100%,,,Si,,56%,1%,54%,93%,,5%,40%,88%,Fe,,https://api.personality-database.com/profile_images/15685.png,https://www.personality-database.com/profile/15685/steven-crowder-politically-controversial-mbti-personality-type,1,,1,43,,9,4,23,,,,,,,,
Se,Ti,,,70%,Fe,,,0%,30%,,70%,20%,50%,90%,Ni,50%,https://api.personality-database.com/profile_images/33470.png,https://www.personality-database.com/profile/33470/the-golden-one-politically-controversial-mbti-personality-type,,,3,,,,,,,,,,1,,1,5
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/45283/tom-kawczynski-politically-controversial-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Se,100%,,,Ni,,,25%,0%,75%,75%,0%,75%,75%,Fe,,https://api.personality-database.com/profile_images/25809.png,https://www.personality-database.com/profile/25809/tomio-okamura-politically-controversial-mbti-personality-type,1,,,,,,,3,,,,,,,,
Fe,Si,,56%,61%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/18698.png,https://www.personality-database.com/profile/18698/prince-charles-of-wales-duke-of-cornwall-and-rothesay-royal-family-mbti-personality-type,,,,,,,7,,,,,,10,,1,
Fe,Si,,94%,75%,Ne,88%,,0%,0%,,100%,88%,13%,,Ti,,https://api.personality-database.com/profile_images/18696.png,https://www.personality-database.com/profile/18696/prince-william-duke-of-cambridge-royal-family-mbti-personality-type,,,,,4,,,,,,,,10,1,,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/50007/crown-prince-frederik-of-denmark-royal-family-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/50008/crown-prince-mary-of-denmark-royal-family-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Fe,93%,100%,,Ti,100%,,13%,0%,,87%,87%,0%,,Ne,,https://api.personality-database.com/profile_images/20194.png,https://www.personality-database.com/profile/20194/grace-kelly-princess-of-monaco-people-of-classic-hollywood-mbti-personality-type,1,,,,13,,,,1,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/35992.png,https://www.personality-database.com/profile/35992/juan-carlos-i-of-spain-royal-family-mbti-personality-type,,,,,,,,2,,,,,,,,
Se,Ti,,,83%,Fe,,,0%,17%,67%,83%,33%,50%,83%,Ni,,https://api.personality-database.com/profile_images/23264.png,https://www.personality-database.com/profile/23264/king-carl-xvi-gustaf-of-sweden-royal-family-mbti-personality-type,,,,,1,,,,,,,1,,,1,3
Te,Si,,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Fi,50%,https://api.personality-database.com/profile_images/18699.png,https://www.personality-database.com/profile/18699/king-felipe-vi-of-spain-royal-family-mbti-personality-type,,,4,,,,2,,,,,,,,6,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,67%,,33%,0%,,Si,,https://api.personality-database.com/profile_images/33192.png,https://www.personality-database.com/profile/33192/prince-albert-ii-of-monaco-royal-family-mbti-personality-type,,,,,,,,,,2,,,1,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/50009/prince-joachim-of-denmark-royal-family-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/50010/prince-nikolai-of-denmark-royal-family-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Se,75%,,,Ni,,,25%,0%,63%,75%,13%,63%,75%,Fe,,https://api.personality-database.com/profile_images/33195.png,https://www.personality-database.com/profile/33195/prince-philip-duke-of-edinburgh-royal-family-mbti-personality-type,,,,,,,1,5,2,,,,,,,
Te,Ni,,,100%,Ne,100%,,0%,50%,,,50%,0%,100%,Fi,50%,https://api.personality-database.com/profile_images/33193.png,https://www.personality-database.com/profile/33193/prince-rainier-iii-of-monaco-royal-family-mbti-personality-type,,,,,,,,,,,1,,,,1,
Ni,Te,67%,,,Fi,67%,,0%,50%,,,17%,33%,67%,Se,50%,https://api.personality-database.com/profile_images/24907.png,https://www.personality-database.com/profile/24907/princess-anne-of-great-britain-royal-family-mbti-personality-type,,,3,,,,1,,,,,,,2,,
Fe,Ni,,56%,56%,Se,67%,56%,56%,0%,,,11%,33%,,Ti,,https://api.personality-database.com/profile_images/18701.png,https://www.personality-database.com/profile/18701/princess-charlotte-casiraghi-of-monaco-royal-family-mbti-personality-type,,,,,,,1,3,5,,,,,,,
Ne,Fi,,100%,98%,Te,,85%,85%,0%,100%,,0%,15%,,Si,,https://api.personality-database.com/profile_images/18700.png,https://www.personality-database.com/profile/18700/princess-diana-of-wales-royal-family-mbti-personality-type,,1,,,,,,,,54,,,,10,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/49434.png,https://www.personality-database.com/profile/49434/princess-margaret-countess-of-snowdon-royal-family-mbti-personality-type,,1,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/50020/princess-marie-of-denmark-royal-family-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/37473/queen-letizia-of-spain-royal-family-mbti-personality-type,,,,,,,,2,,,,,,,,
Fe,Ni,,67%,67%,Se,67%,67%,67%,0%,,,0%,33%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/38944/queen-sofa-of-spain-royal-family-mbti-personality-type,,,,,,,,1,2,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/33221.png,https://www.personality-database.com/profile/33221/adam-cole-wrestling-wwe-wwf-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,100%,91%,,Si,,91%,91%,0%,100%,,0%,9%,,Te,,https://api.personality-database.com/profile_images/30984.png,https://www.personality-database.com/profile/30984/aj-lee-wrestling-wwe-wwf-mbti-personality-type,,10,,,,,,1,,,,,,,,
Ni,Se,85%,,,Ni,,54%,15%,38%,62%,,0%,46%,77%,Fe,,https://api.personality-database.com/profile_images/14298.png,https://www.personality-database.com/profile/14298/alexa-bliss-wrestling-wwe-wwf-mbti-personality-type,,,5,,,1,,5,,2,,,,,,
Fe,Si,,100%,100%,Ne,92%,,0%,0%,,100%,92%,8%,,Ti,,https://api.personality-database.com/profile_images/8712.png,https://www.personality-database.com/profile/8712/andr-the-giant-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,11,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/32326.png,https://www.personality-database.com/profile/32326/bruno-sammartino-wrestling-wwe-wwf-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/32327.png,https://www.personality-database.com/profile/32327/buddy-rogers-wrestling-wwe-wwf-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Se,100%,57%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30974.png,https://www.personality-database.com/profile/30974/carmella-wrestling-wwe-wwf-mbti-personality-type,,,,,,4,,3,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,80%,Ni,,https://api.personality-database.com/profile_images/32683.png,https://www.personality-database.com/profile/32683/chris-benoit-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,1,,4
Ne,Fi,,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/32994/curt-hawkins-wrestling-wwe-wwf-mbti-personality-type,,,,1,,,,,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/32331.png,https://www.personality-database.com/profile/32331/curt-hennig-mr-perfect-wrestling-wwe-wwf-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/33039/dana-brooke-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,55%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/32322.png,https://www.personality-database.com/profile/32322/daniel-bryan-wrestling-wwe-wwf-mbti-personality-type,,6,,,,,,,,5,,,,,,
Se,Ti,,,96%,Fe,,,0%,0%,83%,100%,17%,83%,78%,Ni,,https://api.personality-database.com/profile_images/15624.png,https://www.personality-database.com/profile/15624/dave-bautista-actors-usa-mbti-personality-type,,,,,,,,1,,,,,4,1,,17
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29379.png,https://www.personality-database.com/profile/29379/diamond-dallas-page-ddp-wrestling-wwe-wwf-mbti-personality-type,,,,,,1,,,,,,,,,,
Te,Ni,,,100%,Se,67%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32677.png,https://www.personality-database.com/profile/32677/drew-mcintyre-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,2,1,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/33499/dude-love-wrestling-wwe-wwf-mbti-personality-type,,,,,,3,,,,,,,,,,
Ti,Se,98%,,,Ni,,,7%,20%,87%,74%,8%,65%,86%,Fe,,https://api.personality-database.com/profile_images/1861.png,https://www.personality-database.com/profile/1861/dwayne-the-rock-johnson-actors-usa-mbti-personality-type,5,2,,21,7,1,1,67,,,,,,,1,1
Fi,Ne,100%,73%,,Si,,93%,67%,27%,100%,,0%,7%,,Te,,https://api.personality-database.com/profile_images/28236.png,https://www.personality-database.com/profile/28236/eddie-guerrero-wrestling-wwe-wwf-mbti-personality-type,,10,,4,,1,,,,,,,,,,
Ti,Se,100%,,,Ni,,,11%,0%,100%,89%,0%,89%,89%,Fe,,https://api.personality-database.com/profile_images/30987.png,https://www.personality-database.com/profile/30987/edge-wrestling-wwe-wwf-mbti-personality-type,,1,,,,,,8,,,,,,,,
Fi,Fi,,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/32793/ethan-carter-iii-ec3-wrestling-wwe-wwf-mbti-personality-type,,,,,,1,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/33043/finn-balor-wrestling-wwe-wwf-mbti-personality-type,,3,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/32783/great-khali-the-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,4,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/9990.png,https://www.personality-database.com/profile/9990/haku-tonga-meng-wrestling-wwe-wwf-mbti-personality-type,,,2,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/33035/heath-slater-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,2,,
Si,Fe,93%,93%,,Ti,93%,,0%,0%,,100%,93%,7%,,Ne,,https://api.personality-database.com/profile_images/4350.png,https://www.personality-database.com/profile/4350/hulk-hogan-wrestling-wwe-wwf-mbti-personality-type,,,,,11,1,1,,,,,,1,,,
Te,Ni,,,100%,Se,67%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/29160.png,https://www.personality-database.com/profile/29160/jake-the-snake-roberts-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,2,1,,,,
Se,Fi,,100%,92%,Te,,,15%,0%,92%,85%,0%,85%,,Ni,,https://api.personality-database.com/profile_images/8725.png,https://www.personality-database.com/profile/8725/jeff-hardy-wrestling-wwe-wwf-mbti-personality-type,1,,,,,,,,,1,,,,11,,
Fi,Se,100%,80%,,Ni,,,20%,0%,100%,80%,0%,80%,,Te,,https://api.personality-database.com/profile_images/32983.png,https://www.personality-database.com/profile/32983/jerry-the-king-lawler-wrestling-wwe-wwf-mbti-personality-type,,1,,,,3,,1,,,,,,,,
Ni,Te,100%,,,Fi,92%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28658.png,https://www.personality-database.com/profile/28658/jesse-ventura-governmentusa-mbti-personality-type,,,12,1,,,,,,,,,,,,
Si,Fe,100%,83%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/32984.png,https://www.personality-database.com/profile/32984/jim-jr-ross-wrestling-wwe-wwf-mbti-personality-type,,,,,5,,1,,,,,,,,,
Fi,Se,,,,Ne,,,0%,0%,,100%,50%,50%,,Fi,50%,https://api.personality-database.com/profile_images/33537.png,https://www.personality-database.com/profile/33537/jimmy-hart-the-mouth-of-the-south-wrestling-wwe-wwf-mbti-personality-type,,,,,,1,,,,,,,,,1,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/33036/jinder-mahal-wrestling-wwe-wwf-mbti-personality-type,1,,,,,,,,,,,,,,,
Si,Fe,95%,87%,,Ti,87%,,18%,3%,,79%,67%,13%,,Ne,,https://api.personality-database.com/profile_images/4310.png,https://www.personality-database.com/profile/4310/john-cena-wrestling-wwe-wwf-mbti-personality-type,7,,1,,24,3,,2,,,,,,,2,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/30244.png,https://www.personality-database.com/profile/30244/kairi-sane-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,4,,,,,,
Fe,Ni,,83%,92%,Se,100%,83%,67%,17%,,,17%,0%,,Ti,,https://api.personality-database.com/profile_images/8720.png,https://www.personality-database.com/profile/8720/kane-wrestling-wwe-wwf-mbti-personality-type,,,1,,,,,,8,,1,,2,,,
Se,Ti,,,67%,Fe,,,0%,33%,67%,67%,0%,67%,100%,Ni,,https://api.personality-database.com/profile_images/8717.png,https://www.personality-database.com/profile/8717/kevin-nash-wrestling-wwe-wwf-mbti-personality-type,,,1,,,,,,,,,,,,,2
Fe,Si,,100%,89%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/6613.png,https://www.personality-database.com/profile/6613/kurt-angle-wrestling-wwe-wwf-mbti-personality-type,,,,,1,,,,,,,,8,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32709.png,https://www.personality-database.com/profile/32709/lex-luger-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,71%,Ni,,https://api.personality-database.com/profile_images/32686.png,https://www.personality-database.com/profile/32686/lita-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,2,,5
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30976.png,https://www.personality-database.com/profile/30976/liv-morgan-wrestling-wwe-wwf-mbti-personality-type,,,,,,3,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/33030/luke-harper-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,,,,2
Se,Fi,,100%,75%,Te,,,25%,0%,100%,75%,0%,75%,,Ni,,https://api.personality-database.com/profile_images/28527.png,https://www.personality-database.com/profile/28527/mandy-rose-wrestling-wwe-wwf-mbti-personality-type,,1,,,,,,,,,,,,3,,
Ne,Fi,,80%,100%,Te,,80%,80%,0%,80%,,0%,20%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/33498/mankind-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,1,3,,,,,,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/32685.png,https://www.personality-database.com/profile/32685/mark-henry-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,6,,,
Ti,Ne,100%,,,Si,,100%,20%,80%,100%,,0%,0%,80%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/33042/matt-hardy-broken-wrestling-wwe-wwf-mbti-personality-type,,1,,4,,,,,,,,,,,,
Ne,Fe,,,,Fe,,100%,50%,50%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/32985.png,https://www.personality-database.com/profile/32985/michael-cole-wrestling-wwe-wwf-mbti-personality-type,1,,,,,,,,,,,1,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/33041/mickie-james-wrestling-wwe-wwf-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Fe,80%,100%,,Ti,80%,,0%,0%,,100%,80%,20%,,Ne,,https://api.personality-database.com/profile_images/32680.png,https://www.personality-database.com/profile/32680/naomi-wrestling-wwe-wwf-mbti-personality-type,,,,,3,1,,,,,,,1,,,
