Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fi,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,,Fe,50%,https://api.personality-database.com/profile_images/28815.png,https://www.personality-database.com/profile/28815/steezy-kane-internet-personalities-other-mbti-personality-type,,,,,,1,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/17669.png,https://www.personality-database.com/profile/17669/steve-greene-internet-personalities-other-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,,Fe,,75%,0%,75%,100%,,0%,25%,100%,Fe,50%,https://api.personality-database.com/profile_images/24827.png,https://www.personality-database.com/profile/24827/stonebrix-internet-personalities-other-mbti-personality-type,,,,1,,,,1,,,,2,,,,
Te,Ni,,,100%,Se,67%,67%,0%,67%,,,0%,33%,67%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/39160/strange-aeons-teya-internet-personalities-other-mbti-personality-type,,,,,,,,,,,2,,,1,,
Ne,Ti,,,80%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/30581.png,https://www.personality-database.com/profile/30581/sungwon-cho-prozd-internet-personalities-other-mbti-personality-type,,,,1,,,,,,,,4,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/27173.png,https://www.personality-database.com/profile/27173/tal-fishman-reaction-time-internet-personalities-other-mbti-personality-type,,,,,,2,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/18661.png,https://www.personality-database.com/profile/18661/taran-armstrong-rob-has-a-podcast-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,1,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/49444/the-forgotten-nationalist-internet-personalities-other-mbti-personality-type,,,,,,,1,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/37669/tom-anderson-myspace-tom-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/42376/yorekok-internet-personalities-other-mbti-personality-type,,,,2,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/45137.png,https://www.personality-database.com/profile/45137/slaps-roof-of-car-internet-memes-mbti-personality-type,,,,,,,,12,,,,,,,,
Te,Ni,,,100%,Se,58%,100%,21%,79%,,,0%,0%,79%,Fi,,https://api.personality-database.com/profile_images/35567.png,https://www.personality-database.com/profile/35567/tips-fedora-mlady-internet-memes-mbti-personality-type,,,,,,,,,,5,14,5,,,,
Ti,Ne,85%,,,Si,,100%,0%,100%,85%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/42292.png,https://www.personality-database.com/profile/42292/ah-i-see-youre-a-man-of-culture-as-well-internet-memes-mbti-personality-type,,,,11,,,,,,,2,,,,,
Ni,Te,86%,,,Fi,71%,71%,0%,71%,,,14%,14%,86%,Se,,https://api.personality-database.com/profile_images/46351.png,https://www.personality-database.com/profile/46351/allow-us-to-introduce-ourselves-internet-memes-mbti-personality-type,,,4,1,,,1,,,,,,,1,,
Te,Si,,,56%,Ne,100%,,0%,0%,,100%,100%,0%,89%,Fi,,https://api.personality-database.com/profile_images/42479.png,https://www.personality-database.com/profile/42479/am-i-a-joke-to-you-internet-memes-mbti-personality-type,,,,,1,,3,,,,,,,,5,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/45144.png,https://www.personality-database.com/profile/45144/ancient-aliens-internet-memes-mbti-personality-type,,,,4,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46393/annoyed-robert-downey-jr-internet-memes-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,67%,,0%,0%,,100%,67%,33%,,Ne,,https://api.personality-database.com/profile_images/45145.png,https://www.personality-database.com/profile/45145/annoying-facebook-girl-internet-memes-mbti-personality-type,,,,,2,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46304.png,https://www.personality-database.com/profile/46304/antman-will-defeat-thanos-by-crawling-up-his-butt-and-expanding-internet-memes-mbti-personality-type,,,,9,,,,,,,,,,,,
Fi,Se,78%,89%,,Ni,,,11%,0%,89%,89%,0%,89%,,Te,,https://api.personality-database.com/profile_images/39861.png,https://www.personality-database.com/profile/39861/ayy-lmao-internet-memes-mbti-personality-type,,,,,,6,,1,1,,,,,1,,
Fe,Si,,85%,100%,Ne,85%,,8%,15%,,77%,77%,0%,,Ti,,https://api.personality-database.com/profile_images/35469.png,https://www.personality-database.com/profile/35469/bad-luck-brian-internet-memes-mbti-personality-type,,,,,,,,,1,,,2,10,,,
Ni,Te,71%,,,Fi,100%,86%,0%,86%,,,14%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46394/batman-slapping-robin-internet-memes-mbti-personality-type,,,4,,,,1,,,,2,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/34133.png,https://www.personality-database.com/profile/34133/biggie-cheese-internet-memes-mbti-personality-type,,,,,,,,6,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46442/boardroam-suggestion-the-boss-internet-memes-mbti-personality-type,,,1,,,,2,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46443/boardroam-suggestion-the-guy-internet-memes-mbti-personality-type,,,,2,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,75%,100%,25%,75%,75%,Fe,,https://api.personality-database.com/profile_images/34135.png,https://www.personality-database.com/profile/34135/boyboy-west-coast-internet-memes-mbti-personality-type,,,,,1,,,3,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46364/buff-tom-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/34351.png,https://www.personality-database.com/profile/34351/caveman-spongebob-internet-memes-mbti-personality-type,,,,,,,,13,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46399/cereal-spitting-guy-internet-memes-mbti-personality-type,,,,,1,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46413/confession-bear-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,1,
Ne,Ti,,,83%,Fe,,100%,0%,100%,83%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/41130.png,https://www.personality-database.com/profile/41130/confused-cat-at-dinner-internet-memes-mbti-personality-type,,,2,,,,,,,,,10,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/41939.png,https://www.personality-database.com/profile/41939/confused-jackie-chan-internet-memes-mbti-personality-type,,,,,,,,,,,,4,,,,
Si,Fe,100%,75%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46436/confused-math-lady-internet-memes-mbti-personality-type,,,,,3,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,88%,25%,63%,100%,,0%,13%,63%,Fe,,https://api.personality-database.com/profile_images/46309.png,https://www.personality-database.com/profile/46309/crab-rave-internet-memes-mbti-personality-type,,2,,5,,1,,,,,,,,,,
Ti,Se,89%,,,Ni,,,11%,11%,100%,78%,0%,78%,78%,Fe,,https://api.personality-database.com/profile_images/41133.png,https://www.personality-database.com/profile/41133/crazy-frog-internet-memes-mbti-personality-type,,1,,1,,1,,5,,,,,,,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/42320.png,https://www.personality-database.com/profile/42320/dancing-snapchat-hot-dog-internet-memes-mbti-personality-type,,,,,,4,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,38%,100%,63%,0%,63%,75%,Fe,,https://api.personality-database.com/profile_images/34191.png,https://www.personality-database.com/profile/34191/dat-boi-internet-memes-mbti-personality-type,,,,3,,2,,3,,,,,,,,
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/38320/denis-dosio-internet-memes-mbti-personality-type,,1,,,,1,,,,,,,,,,
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/46403/derp-internet-memes-mbti-personality-type,,1,,,,,,,,1,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/34190.png,https://www.personality-database.com/profile/34190/deus-vult-internet-memes-mbti-personality-type,,,,,,,14,,,,,,,,,
Te,Ni,,,91%,Se,73%,73%,0%,73%,,,0%,27%,100%,Fi,,https://api.personality-database.com/profile_images/45147.png,https://www.personality-database.com/profile/45147/disaster-girl-internet-memes-mbti-personality-type,,,1,,,,,,,,7,,,,,3
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/46900.png,https://www.personality-database.com/profile/46900/distracted-boyfriend-internet-memes-mbti-personality-type,,,,,,,,8,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/46362.png,https://www.personality-database.com/profile/46362/dj-khaled-suffering-from-success-internet-memes-mbti-personality-type,,,1,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Ne,100%,,50%,0%,,,50%,0%,,Ti,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/46445/do-not-cite-the-deep-magic-to-me-witch-internet-memes-mbti-personality-type,,,,,,,,,1,,,,1,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/42815/do-you-like-huey-lewis-and-the-news-internet-memes-mbti-personality-type,,,,,,,,2,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/42290.png,https://www.personality-database.com/profile/42290/does-bruno-mars-is-gay-internet-memes-mbti-personality-type,,,,,,,,,,,,,,2,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/39359.png,https://www.personality-database.com/profile/39359/doge-internet-memes-mbti-personality-type,,9,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46322/earthchan-internet-memes-mbti-personality-type,,,,,,,,,4,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46409/ecce-homo-potato-jesus-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/41126.png,https://www.personality-database.com/profile/41126/epic-sax-guy-internet-memes-mbti-personality-type,,,,,,4,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46289/fake-club-penguin-bans-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Fe,100%,100%,,Ti,67%,,0%,0%,,100%,67%,33%,,Ne,,https://api.personality-database.com/profile_images/42475.png,https://www.personality-database.com/profile/42475/feeling-cute-might-delete-later-internet-memes-mbti-personality-type,,,,,4,2,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46425/finally-i-have-them-all-internet-memes-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Se,100%,,,Ni,,,20%,0%,80%,80%,0%,80%,80%,Fe,,https://api.personality-database.com/profile_images/46365.png,https://www.personality-database.com/profile/46365/first-time-internet-memes-mbti-personality-type,1,,,,,,,4,,,,,,,,
Ne,Fi,,90%,100%,Te,,100%,90%,10%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/34352.png,https://www.personality-database.com/profile/34352/forever-alone-internet-memes-mbti-personality-type,,,,,,,,,,18,,2,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/46847.png,https://www.personality-database.com/profile/46847/freestyle-dance-teacher-internet-memes-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Te,80%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/42291.png,https://www.personality-database.com/profile/42291/friendship-ended-with-mudasir-internet-memes-mbti-personality-type,,,,,,,4,,,,,,,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46421/fuck-yeah-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,2
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/46992.png,https://www.personality-database.com/profile/46992/get-the-fuck-out-of-my-room-im-playing-minecraft-internet-memes-mbti-personality-type,,,,,,,,,,,,3,,,,
Ne,Ti,,,100%,Fe,,91%,36%,55%,64%,,0%,9%,55%,Si,,https://api.personality-database.com/profile_images/35637.png,https://www.personality-database.com/profile/35637/globglogabgalab-internet-memes-mbti-personality-type,,,,,,,,,4,,,6,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34134.png,https://www.personality-database.com/profile/34134/gnome-internet-memes-mbti-personality-type,,,,16,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/45143.png,https://www.personality-database.com/profile/45143/good-guy-greg-internet-memes-mbti-personality-type,2,,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,75%,,0%,0%,,100%,75%,25%,,Ne,,https://api.personality-database.com/profile_images/42229.png,https://www.personality-database.com/profile/42229/goodnight-girl-ill-see-you-tomorrow-internet-memes-mbti-personality-type,,,,,3,1,,,,,,,,,,
Te,Si,,,100%,Ne,83%,,0%,17%,,83%,83%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46412/grammar-nazi-internet-memes-mbti-personality-type,,,,,,,,,,,,1,,,5,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46319/grus-plan-internet-memes-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Si,,,93%,Ne,100%,,0%,27%,,73%,73%,0%,100%,Fi,,https://api.personality-database.com/profile_images/40186.png,https://www.personality-database.com/profile/40186/grumpy-cat-internet-memes-mbti-personality-type,,,,,,,1,,,,4,,,,10,
Ne,Ti,,,100%,Fe,,100%,43%,57%,100%,,0%,0%,57%,Si,,https://api.personality-database.com/profile_images/46376.png,https://www.personality-database.com/profile/46376/guess-ill-die-internet-memes-mbti-personality-type,,,,,,,,,,3,,4,,,,
Ne,Ne,,,57%,Fe,,100%,0%,100%,86%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46375.png,https://www.personality-database.com/profile/46375/hackerman-internet-memes-mbti-personality-type,,,,3,,,,,,,1,3,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46404/happy-derp-internet-memes-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/47430/he-need-some-milk-internet-memes-mbti-personality-type,,,,,,1,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46461/he-protecc-he-atacc-but-most-importantly-internet-memes-mbti-personality-type,,,,,,,,,,,,,7,,,
Ti,Ne,75%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46303.png,https://www.personality-database.com/profile/46303/hey-there-demons-internet-memes-mbti-personality-type,,,,3,,,,,,,,1,,,,
Ne,Fi,,100%,100%,Te,,76%,76%,0%,76%,,24%,0%,,Si,,https://api.personality-database.com/profile_images/34247.png,https://www.personality-database.com/profile/34247/hide-the-pain-harold-internet-memes-mbti-personality-type,,,,,,,,,,22,,,7,,,
Ti,Ne,97%,,,Si,,92%,0%,92%,97%,,3%,5%,97%,Fe,,https://api.personality-database.com/profile_images/33265.png,https://www.personality-database.com/profile/33265/honkler-internet-memes-mbti-personality-type,,,,35,,,,2,,,,,1,,,
Ti,Se,100%,,,Ni,,,0%,25%,88%,75%,13%,63%,88%,Fe,,https://api.personality-database.com/profile_images/39809.png,https://www.personality-database.com/profile/39809/hotline-bling-internet-memes-mbti-personality-type,,,,2,1,,,5,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46408/how-tough-are-you-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Ti,,,83%,Fe,,83%,0%,83%,67%,,0%,17%,83%,Si,,https://api.personality-database.com/profile_images/41132.png,https://www.personality-database.com/profile/41132/howard-the-alien-internet-memes-mbti-personality-type,,,,,,1,,,,,2,3,,,,
Si,Fe,86%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46344/i-am-so-proud-of-this-community-internet-memes-mbti-personality-type,,,,,6,,,,,,,,1,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46773.png,https://www.personality-database.com/profile/46773/i-cant-my-legs-broken-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/41153.png,https://www.personality-database.com/profile/41153/i-dont-even-know-who-you-are-internet-memes-mbti-personality-type,,,,,,,2,,,,,,,,,
Ne,Ti,,,89%,Fe,,89%,0%,89%,89%,,11%,0%,100%,Si,,https://api.personality-database.com/profile_images/42341.png,https://www.personality-database.com/profile/42341/i-dont-need-sleep-i-need-answers-internet-memes-mbti-personality-type,,,,,,,1,,,,,8,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/45150.png,https://www.personality-database.com/profile/45150/idont-want-to-live-on-this-planet-anymore-internet-memes-mbti-personality-type,,,,,,,,,,,5,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/44952.png,https://www.personality-database.com/profile/44952/i-fear-no-man-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,3
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46465/i-havent-programmed-that-path-yet-internet-memes-mbti-personality-type,,,,,,,,,,,,4,,,,
Fi,Se,100%,80%,,Ni,,,10%,0%,90%,90%,0%,90%,,Te,,https://api.personality-database.com/profile_images/42039.png,https://www.personality-database.com/profile/42039/i-love-you-bitch-i-aint-never-gonna-stop-loving-you-bitch-internet-memes-mbti-personality-type,1,,,,,7,,2,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/45138.png,https://www.personality-database.com/profile/45138/i-used-to-be-an-adventurer-like-you-then-i-took-an-arrow-in-the-knee-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,2,
Ti,Se,60%,,,Ni,,,0%,0%,80%,100%,20%,80%,100%,Fe,,https://api.personality-database.com/profile_images/41836.png,https://www.personality-database.com/profile/41836/i-wanna-be-a-cowboy-baby-internet-memes-mbti-personality-type,,,,,,,,3,,,,,,,1,1
Ne,Ti,,,100%,Fe,,90%,0%,90%,90%,,10%,0%,100%,Si,,https://api.personality-database.com/profile_images/40425.png,https://www.personality-database.com/profile/40425/im-an-adult-virgin-internet-memes-mbti-personality-type,,,,,,,,,,,,9,,,1,
Ti,Ne,86%,,,Si,,71%,14%,57%,100%,,0%,29%,57%,Fe,,https://api.personality-database.com/profile_images/47309.png,https://www.personality-database.com/profile/47309/im-gay-internet-memes-mbti-personality-type,,,,4,,2,,,,1,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46346/im-gonna-pretend-i-didnt-see-that-internet-memes-mbti-personality-type,,,,,,,,,1,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46367/im-gonna-stop-you-right-there-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,2,
Fi,Ne,67%,67%,,Si,,100%,67%,33%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/42840.png,https://www.personality-database.com/profile/42840/im-in-my-mums-car-internet-memes-mbti-personality-type,,2,,,,,,,,,,1,,,,
Te,Ni,,,75%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46361/im-limited-by-the-technology-of-my-time-internet-memes-mbti-personality-type,,,1,,,,,,,,3,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46350/im-sickened-but-curious-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Ne,75%,,,Si,,75%,0%,75%,75%,,25%,0%,100%,Fe,,https://api.personality-database.com/profile_images/42996.png,https://www.personality-database.com/profile/42996/im-stuff-internet-memes-mbti-personality-type,,,,3,,,,,,,,,,,1,
Se,Fi,,100%,75%,Te,,,25%,0%,100%,75%,0%,75%,,Ni,,https://api.personality-database.com/profile_images/45134.png,https://www.personality-database.com/profile/45134/ive-never-been-to-oovoo-javer-internet-memes-mbti-personality-type,,1,,,,,,,,,,,,3,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46358/ive-never-met-this-man-in-my-life-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46462/improvise-adapt-overcome-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,3
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46353/indestructible-balloon-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Fi,,100%,75%,Te,,75%,75%,0%,100%,,0%,25%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46357/is-that-like-a-personal-attack-or-something-internet-memes-mbti-personality-type,,1,,,,,,,,2,,,,1,,
Ne,Ti,,,100%,Fe,,100%,24%,76%,100%,,0%,0%,76%,Si,,https://api.personality-database.com/profile_images/39818.png,https://www.personality-database.com/profile/39818/is-this-a-pigeon-internet-memes-mbti-personality-type,,,,,,,,,,4,,13,,,,
Ni,Te,100%,,,Fi,90%,90%,0%,90%,,,0%,10%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46469/is-this-some-sort-of-peasant-joke-that-im-too-rich-to-understand-internet-memes-mbti-personality-type,,,9,,,,,1,,,,,,,,
Ti,Ne,91%,,,Si,,91%,0%,91%,100%,,0%,9%,100%,Fe,,https://api.personality-database.com/profile_images/39358.png,https://www.personality-database.com/profile/39358/its-free-real-estate-internet-memes-mbti-personality-type,,,,9,,,,1,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46345/its-rewind-time-internet-memes-mbti-personality-type,,,,2,,,,,,,,,,,,
Si,Te,75%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/34537.png,https://www.personality-database.com/profile/34537/janusz-nosacz-internet-memes-mbti-personality-type,,,,,,,3,,,,,,,,1,
Se,Ti,,,75%,Fe,,,0%,0%,75%,100%,25%,75%,,Ni,50%,https://api.personality-database.com/profile_images/42297.png,https://www.personality-database.com/profile/42297/jazz-music-stops-internet-memes-mbti-personality-type,,,,,1,,,,,,,,,1,,2
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46450/jesus-says-internet-memes-mbti-personality-type,,,,,,,,,1,,,,,,,
Ni,Fe,78%,100%,,Ti,100%,89%,89%,0%,,,11%,0%,,Se,,https://api.personality-database.com/profile_images/44208.png,https://www.personality-database.com/profile/44208/joergen-pewdiepies-minecraft-horse-internet-memes-mbti-personality-type,6,,,,1,,,,2,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/45148.png,https://www.personality-database.com/profile/45148/just-like-the-simulations-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,3,
Ni,Fe,100%,100%,,Ti,100%,92%,92%,0%,,,8%,0%,,Se,,https://api.personality-database.com/profile_images/34416.png,https://www.personality-database.com/profile/34416/kazoo-kid-internet-memes-mbti-personality-type,11,,,,1,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,86%,86%,0%,100%,,0%,14%,,Si,,https://api.personality-database.com/profile_images/40448.png,https://www.personality-database.com/profile/40448/kid-crying-with-a-knife-internet-memes-mbti-personality-type,,,,,,,,,,6,,,,1,,
Fe,Ni,,100%,100%,Se,93%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/34100.png,https://www.personality-database.com/profile/34100/lamp-moth-internet-memes-mbti-personality-type,,,,,,,,,13,1,,,,,,
